id,player_name,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,team_title,npg,npxG,xGChain,xGBuildup,season
2958,Oleksandr Zinchenko,20,1473,0,0.6606589006260037,0,1.0854992978274822,16,15,0,0,D M S,Manchester City,0,0.6606589006260037,9.494372241199017,8.718505561351776,2020/2021
6054,Ederson,36,3240,0,0,1,0.3033579885959625,0,1,3,0,GK,Manchester City,0,0,7.629849426448345,7.326491840183735,2020/2021
7817,Zack Steffen,1,90,0,0,0,0,0,0,0,0,GK,Manchester City,0,0,0.34973499178886414,0.34973499178886414,2020/2021
8045,Eric Garcia,6,378,0,0.07463670149445534,0,0.00832298956811428,2,1,0,0,D S,Manchester City,0,0.07463670149445534,0.8594749793410301,0.7848389744758606,2020/2021
8158,Scott Carson,1,90,0,0,0,0,0,0,0,0,GK,Manchester City,0,0,0,0,2020/2021
8868,Liam Delap,1,39,0,0.06408520042896271,0,0,1,0,0,0,S,Manchester City,0,0.06408520042896271,0.06408520042896271,0,2020/2021
447,Kevin De Bruyne,30,2214,15,5.9499644339084625,8,11.260171007364988,78,87,2,0,M S,Manchester City,15,5.9499644339084625,20.317838434129953,9.413898749276996,2021/2022
618,Raheem Sterling,30,2119,13,15.778131879866123,5,5.0249252915382385,58,42,1,0,F M S,Manchester City,11,13.494622506201267,23.09551438316703,9.66558362543583,2021/2022
750,Riyad Mahrez,28,1468,11,10.123590916395187,5,3.9328212067484856,61,40,0,0,F M S,Manchester City,7,6.317741796374321,14.36690728366375,6.279024379327893,2021/2022
6055,Phil Foden,28,2141,9,9.263244736939669,5,6.833732463419437,57,40,1,0,F M S,Manchester City,9,9.263244736939669,19.274442739784718,6.218504663556814,2021/2022
314,Ilkay Gündogan,27,1852,8,9.720699042081833,4,4.720962079241872,55,37,1,0,M S,Manchester City,8,9.720699042081833,21.329152438789606,8.763398695737123,2021/2022
3635,Bernardo Silva,35,2865,8,7.771977653726935,4,6.567136766389012,48,59,6,0,F M S,Manchester City,8,7.771977653726935,25.98423945903778,14.36224857904017,2021/2022
5543,Gabriel Jesus,28,1885,8,10.153561741113663,8,5.913651751354337,64,38,1,0,F M S,Manchester City,7,9.392391830682755,19.491168478503823,6.3471613842993975,2021/2022
2496,Rodri,33,2901,7,2.718254609964788,2,1.552179705351591,45,27,5,0,M,Manchester City,7,2.718254609964788,26.259763911366463,23.955900110304356,2021/2022
2498,Aymeric Laporte,33,2848,4,4.454536762088537,0,0.6116274017840624,35,9,5,1,D,Manchester City,4,4.454536762088537,18.63745391741395,18.220567310228944,2021/2022
675,Jack Grealish,26,1929,3,5.53242839500308,3,5.456195579841733,44,52,3,0,F M S,Manchester City,3,5.53242839500308,18.398098289966583,9.633637011051178,2021/2022
579,Nathan Aké,14,920,2,1.3034928366541862,0,0.6172760128974915,5,2,0,0,D S,Manchester City,2,1.3034928366541862,4.634195636957884,4.634195636957884,2021/2022
614,Fernandinho,19,943,2,1.6060919929295778,1,1.3410828318446875,18,10,1,0,D M S,Manchester City,2,1.6060919929295778,6.324194855988026,5.782822389155626,2021/2022
6441,Ferrán Torres,4,308,2,2.512162998318672,1,0.02164440043270588,13,1,0,0,F,Manchester City,2,2.512162998318672,2.4304743483662605,1.1770952492952347,2021/2022
8961,Rúben Dias,29,2403,2,2.535038208588958,4,3.157990090548992,18,16,5,0,D S,Manchester City,2,2.535038208588958,16.94047772884369,16.11795637756586,2021/2022
586,John Stones,14,1114,1,1.2149109998717904,0,0.16263149864971638,9,4,0,0,D S,Manchester City,1,1.2149109998717904,6.591381952166557,6.4356369972229,2021/2022
2379,João Cancelo,36,3233,1,4.5441226018592715,7,6.009325062856078,81,39,7,0,D,Manchester City,1,4.5441226018592715,26.887531492859125,21.152140021324158,2021/2022
638,Kyle Walker,20,1759,0,0.2224772945046425,2,1.455245791003108,8,11,1,0,D,Manchester City,0,0.2224772945046425,9.661232478916645,8.514137484133244,2021/2022
2958,Oleksandr Zinchenko,15,1026,0,0.48749519884586334,4,2.3100200556218624,12,16,0,0,D S,Manchester City,0,0.48749519884586334,12.096755243837833,9.831302337348461,2021/2022
3389,Benjamin Mendy,1,80,0,0,0,0.2885279953479767,0,2,0,0,D,Manchester City,0,0,0.1654050052165985,0.13293099403381348,2021/2022
6054,Ederson,37,3330,0,0,0,0,0,0,3,0,GK,Manchester City,0,0,9.95296686142683,9.95296686142683,2021/2022
7817,Zack Steffen,1,90,0,0,0,0,0,0,0,0,GK,Manchester City,0,0,0.33525899052619934,0.33525899052619934,2021/2022
8497,Cole Palmer,4,123,0,0.2807210087776184,0,0.4464449882507324,4,2,0,0,F S,Manchester City,0,0.2807210087776184,2.009626030921936,1.3054470047354698,2021/2022
8868,Liam Delap,1,7,0,0,0,0,0,0,0,0,S,Manchester City,0,0,0,0,2021/2022
10126,James McAtee,2,15,0,0.08864869922399521,0,0,1,0,0,0,S,Manchester City,0,0.08864869922399521,0.08864869922399521,0,2021/2022
10174,CJ Egan-Riley,1,1,0,0,0,0,0,0,0,0,S,Manchester City,0,0,0,0,2021/2022
10203,Kayky,1,5,0,0,0,0,0,0,0,0,S,Manchester City,0,0,0,0,2021/2022
8260,Erling Haaland,35,2803,36,32.761399537324905,8,5.8491098545491695,123,29,5,0,F S,Manchester City,29,27.433209866285324,31.963398084044456,3.285816218703985,2022/2023
6055,Phil Foden,32,1837,11,6.185852009803057,6,5.697479462251067,46,44,1,0,F M S,Manchester City,11,6.185852009803057,17.42637488618493,8.101508693769574,2022/2023
10846,Julián Álvarez,31,1416,9,7.753276175819337,0,2.0468210969120264,47,18,0,0,F M S,Manchester City,8,6.992107159458101,13.768698140978813,5.820535558275878,2022/2023
314,Ilkay Gündogan,31,2369,8,7.842695340514183,4,3.444544769823551,54,37,0,0,M S,Manchester City,8,7.081526502966881,23.573771215975285,15.498776016756892,2022/2023
447,Kevin De Bruyne,32,2448,7,4.7582743894308805,16,16.31964398175478,65,97,1,0,M S,Manchester City,7,4.7582743894308805,29.12851269170642,16.633560817688704,2022/2023
675,Jack Grealish,28,2083,5,4.998198181390762,7,7.464956499636173,41,50,3,0,F M S,Manchester City,5,4.998198181390762,18.557112345471978,8.295533634722233,2022/2023
750,Riyad Mahrez,30,1941,5,5.864552567712963,10,6.157492842525244,43,51,2,0,F M S,Manchester City,4,5.1033805115148425,18.33359582722187,11.644092932343483,2022/2023
3635,Bernardo Silva,34,2194,4,2.2564154639840126,5,3.916250504553318,25,30,5,0,D F M S,Manchester City,4,2.2564154639840126,17.542014747858047,13.04661456309259,2022/2023
586,John Stones,23,1852,2,1.3161899587139487,2,1.4483567401766777,11,8,2,0,D M S,Manchester City,2,1.3161899587139487,11.626406718045473,11.451622042804956,2022/2023
2379,João Cancelo,17,1289,2,0.5918373949825764,1,0.8360136020928621,17,12,3,1,D M S,Manchester City,2,0.5918373949825764,8.179260186851025,7.247300129383802,2022/2023
2496,Rodri,36,2938,2,4.119232214987278,6,4.539481725543737,50,32,5,0,D M S,Manchester City,2,4.119232214987278,26.801972568035126,23.071657463908195,2022/2023
579,Nathan Aké,26,1874,1,1.3441827092319727,0,1.09055732563138,9,9,2,0,D S,Manchester City,1,1.3441827092319727,13.650609649717808,13.542976595461369,2022/2023
638,Kyle Walker,27,1957,0,0.3253306970000267,0,0.2089456282556057,5,6,3,0,D M S,Manchester City,0,0.3253306970000267,12.982849795371294,12.794002283364534,2022/2023
2498,Aymeric Laporte,12,993,0,0.7524237418547273,0,0.212882986292243,10,6,0,0,D S,Manchester City,0,0.7524237418547273,3.6240071300417185,3.525606259703636,2022/2023
6054,Ederson,35,3150,0,0,1,0.28556498885154724,0,1,3,0,GK,Manchester City,0,0,10.671811463311315,10.671811463311315,2022/2023
6490,Manuel Akanji,29,2272,0,1.069366091862321,1,0.28084417432546616,15,7,2,0,D S,Manchester City,0,1.069366091862321,12.94707053154707,12.824845530092716,2022/2023
6656,Sergio Gómez,12,326,0,0.3138598967343569,1,0.4458680246025324,7,5,0,0,M S,Manchester City,0,0.3138598967343569,2.0659322142601013,1.6488532945513725,2022/2023
8497,Cole Palmer,14,336,0,0.913382014259696,1,0.6336369244381785,11,5,1,0,F M S,Manchester City,0,0.913382014259696,2.081893088296056,0.8175896219909191,2022/2023
8719,Kalvin Phillips,12,275,0,0.24449077621102333,0,0.13638579100370407,6,3,1,0,M S,Manchester City,0,0.24449077621102333,1.3482624273747206,1.1162777580320835,2022/2023
8786,Stefan Ortega Moreno,3,270,0,0,0,0,0,0,0,0,GK,Manchester City,0,0,0.42193374037742615,0.42193374037742615,2022/2023
8961,Rúben Dias,26,2006,0,1.9355910001322627,0,0.3942475691437721,10,3,3,0,D S,Manchester City,0,1.9355910001322627,12.852464072406292,12.49297409504652,2022/2023
10847,Rico Lewis,14,904,0,0.20031758211553097,0,1.379109164699912,5,11,1,0,D M S,Manchester City,0,0.20031758211553097,6.51468688249588,5.571969419717789,2022/2023
11378,Máximo Perrone,1,17,0,0,0,0,0,0,0,0,S,Manchester City,0,0,0,0,2022/2023
11594,Shea Charles,1,26,0,0,0,0,0,0,0,0,S,Manchester City,0,0,0.129426509141922,0.129426509141922,2022/2023
